NationalitÃ©;Club;championnat ;Nom;Position;Note;VIT;TIR;PAS;DRI;DEF;PHY
Espagne;RCD Espanyol;Ligue 1;#5019 Salvi SÃ¡nchez;5019;70;85;63;66;71;36;46
Allemagne;Union Berlin;Bundesliga;#5019 Alexander Schwolow;5019;70;72;62;63;73;37;70
BrÃ©sil;Heidenheim;Bundesliga;#5019 LÃ©o Scienza;5019;70;79;66;64;75;29;52
France;Strasbourg;Ligue 1;#5019 Marvin Senaya;5019;70;70;46;57;67;67;64
Mali;AJ Auxerre;Ligue 1;#5019 Lassine Sinayoko;5019;70;74;70;62;70;28;70
Ukraine;Strasbourg;Ligue 1;#5019 Eduard Sobol;5019;70;74;64;67;68;67;69
Serbie;Venezia;Serie A;#5019 Filip StankoviÄ‡;5019;70;69;68;66;75;50;68
SuÃ¨de;Celta Vigo;La Liga;#5019 Williot Swedberg;5019;70;71;68;66;71;59;60
France;Lazio;Serie A;#5019 Loum Tchaouna;5019;70;75;72;63;71;37;59
Cameroun;Montpellier;Ligue 1;#5019 Enzo Tchato;5019;70;82;45;59;65;66;61
Allemagne;TSG Hoffenheim;Bundesliga;#5019 Umut Tohumcu;5019;70;69;62;68;72;46;53
Belgique;CÃ´me;Serie A;#5019 Ignace Van der Brempt;5019;70;76;55;64;70;64;74
Bosnie-HerzÃ©govine;FC St. Pauli;Bundesliga;#5019 Nikola Vasilj;5019;70;70;67;65;71;34;71
Espagne;Valencia CF;La Liga;#5019 JesÃºs VÃ¡zquez;5019;70;72;50;65;66;67;62
Allemagne;FC St. Pauli;Bundesliga;#5019 Robert Wagner;5019;70;63;45;66;71;62;72
Pologne;Torino;Serie A;#5019 Sebastian Walukiewicz;5019;70;50;38;48;57;70;74
Turquie;Juventus;Serie A;#5019 Kenan YÄ±ldÄ±z;5019;70;75;61;66;73;28;61
Italie;Cagliari;Serie A;#5019 Gabriele Zappa;5019;70;75;55;61;67;65;70
Italie;Cagliari;Serie A;#5019 Nadir Zortea;5019;70;64;59;67;72;67;52
Espagne;Real Valladolid;La Liga;#5881 Aceves;5881;69;70;68;69;72;24;69
Maroc;AJ Auxerre;Ligue 1;#5881 Saad Agouzoul;5881;69;44;38;53;51;70;67
France;Stade Rennais FC;Ligue 1;#5881 Naouirou Ahamada;5881;69;70;63;66;73;61;62
Allemagne;Hellas VÃ©rone;Serie A;#5881 Faride Alidou;5881;69;83;59;60;73;28;61
France;SV Werder Bremen;Bundesliga;#5881 Skelly Alvero;5881;69;58;52;63;67;64;80
Danemark;Venezia;Serie A;#5881 Magnus Kofod Andersen;5881;69;69;59;67;71;61;76
France;AJ Auxerre;Ligue 1;#5881 Florian AyÃ©;5881;69;84;68;56;67;31;73
BrÃ©sil;Cagliari;Serie A;#5881 Paulo Azzi;5881;69;82;63;64;71;61;69
Canada;AJ Auxerre;Ligue 1;#5881 Theo Bair;5881;69;73;67;50;64;28;79
Hongrie;Parma;Serie A;#5881 Botond Balogh;5881;69;53;33;46;46;71;66
Portugal;Hellas VÃ©rone;Serie A;#5881 Dani Silva;5881;69;64;55;67;71;60;68
Espagne;Real Betis;La Liga;#5881 Fran Vieites;5881;69;72;63;73;68;34;66
France;Villarreal CF;La Liga;#5881 Thierno Barry;5881;69;77;69;48;68;22;63
Italie;CÃ´me;Serie A;#5881 Daniele Baselli;5881;69;64;68;72;73;66;62
Ghana;AS Saint-Ã‰tienne;Ligue 1;#5881 Augustine Boakye;5881;69;86;61;59;72;26;54
AlgÃ©rie;OGC Nice;Ligue 1;#5881 Badredine Bouanani;5881;69;71;64;68;71;31;51
Croatie;Hellas VÃ©rone;Serie A;#5881 Domagoj BradariÄ‡;5881;69;74;55;65;69;68;63
Allemagne;FC Augsburg;Bundesliga;#5881 Tim Breithaupt;5881;69;49;41;60;59;69;68
Italie;Atalanta Bergame;Serie A;#5881 Marco Brescianini;5881;69;53;64;64;66;63;72
Allemagne;VfL Bochum 1848;Bundesliga;#5881 Moritz Broschinski;5881;69;76;68;57;67;31;63
Allemagne;Francfort;Bundesliga;#5881 Nathaniel Brown;5881;69;86;47;59;70;60;50
Italie;Monza;Serie A;#5881 Andrea Carboni;5881;69;60;36;55;61;71;67
Espagne;Celta Vigo;La Liga;#5881 Carreira;5881;69;65;41;60;63;66;52
GuinÃ©e;CD LeganÃ©s;La Liga;#5881 Seydouba Cisse;5881;69;60;66;66;66;62;57
Angleterre;Ipswich Town;Premier League;#5881 Harry Clarke;5881;69;79;57;60;65;65;79
SuÃ¨de;AS Roma;Serie A;#5881 Samuel Dahl;5881;69;83;38;59;69;62;65
Espagne;Real Valladolid;La Liga;#5881 De La Hoz;5881;69;48;58;60;64;67;74
BrÃ©sil;Leverkusen;Bundesliga;#5881 Arthur;5881;69;74;40;62;68;63;57
BrÃ©sil;Chelsea;Premier League;#5881 Deivid Washington;5881;69;79;70;53;72;30;66
Italie;Cagliari;Serie A;#5881 Alessandro Deiola;5881;69;53;67;64;64;70;77
SÃ©nÃ©gal;AJ Auxerre;Ligue 1;#5881 Assane DioussÃ©;5881;69;62;47;64;72;66;64
Maroc;Montpellier;Ligue 1;#5881 Khalil Fayad;5881;69;65;59;68;75;63;42
Italie;Cagliari;Serie A;#5881 Mattia Felici;5881;69;78;62;64;72;46;61
Italie;Venezia;Serie A;#5881 Luca Fiordilino;5881;69;78;57;67;70;63;69
BrÃ©sil;Crystal Palace;Premier League;#5881 Matheus FranÃ§a;5881;69;77;70;61;75;36;65
Espagne;CD LeganÃ©s;La Liga;#5881 Franquesa;5881;69;77;52;60;66;62;66
Italie;CÃ´me;Serie A;#5881 Alessandro Gabrielloni;5881;69;76;67;57;70;34;65
Italie;Hellas VÃ©rone;Serie A;#5881 Daniele Ghilardi;5881;69;62;41;45;49;70;67
Espagne;Valencia CF;La Liga;#5881 Dani GÃ³mez;5881;69;74;69;62;69;42;67
RÃ©publique dominicaine;Getafe CF;La Liga;#5881 Peter;5881;69;80;62;61;73;37;42
Espagne;UD Las Palmas;La Liga;#5881 Fabio GonzÃ¡lez;5881;69;58;59;62;68;67;68
France;Havre AC;Ligue 1;#5881 Samuel Grandsir;5881;69;87;61;64;72;46;65
Suisse;Empoli;Serie A;#5881 Nicolas Haas;5881;69;76;61;68;71;63;67
Espagne;UD Las Palmas;La Liga;#5881 Herzog;5881;69;75;30;55;56;66;73
Angleterre;AFC Bournemouth;Premier League;#5881 James Hill;5881;69;70;39;57;59;69;72
Angleterre;Brighton;Premier League;#5881 Jack Hinshelwood;5881;69;63;63;69;69;66;65
Philippines;VfL Bochum 1848;Bundesliga;#5881 Gerrit Holtmann;5881;69;86;64;63;68;56;60
Allemagne;SC Freiburg;Bundesliga;#5881 Jannik Huth;5881;69;71;64;74;71;59;67
Angleterre;Everton;Premier League;#5881 Tim Iroegbunam;5881;69;65;58;64;68;66;71
Allemagne;Heidenheim;Bundesliga;#5881 Luca Kerber;5881;69;71;57;65;70;67;74
Allemagne;VfL Bochum 1848;Bundesliga;#5881 Moritz-Broni Kwarteng;5881;69;72;70;62;74;30;49
Italie;Genoa;Serie A;#5881 Nicola Leali;5881;69;72;70;58;71;33;64
Hongrie;Francfort;Bundesliga;#5881 KrisztiÃ¡n Lisztes;5881;69;73;68;62;70;42;64
Cap-Vert;Hellas VÃ©rone;Serie A;#5881 Dailon Rocha Livramento;5881;69;72;72;55;68;34;68
Espagne;RCD Majorque;La Liga;#5881 Javi LlabrÃ©s;5881;69;80;60;62;70;32;49
SÃ©nÃ©gal;Angers SCO;Ligue 1;#5881 Joseph Lopy;5881;69;70;63;62;66;65;79
Japon;Holstein Kiel;Bundesliga;#5881 Shuto Machino;5881;69;74;67;61;71;30;72
France;Strasbourg;Ligue 1;#5881 SÃ©kou Mara;5881;69;75;67;53;67;26;67
Pologne;Lecce;Serie A;#5881 Filip MarchwiÅ„ski;5881;69;67;65;65;70;40;64
Croatie;Monza;Serie A;#5881 Mirko MariÄ‡;5881;69;68;70;53;64;28;70
BrÃ©sil;Celta Vigo;La Liga;#5881 JaÃ­lson;5881;69;70;54;60;64;69;76
Espagne;D. AlavÃ©s;La Liga;#5881 Carlos MartÃ­n;5881;69;78;69;60;70;28;62
France;OGC Nice;Ligue 1;#5881 Antoine Mendy;5881;69;67;41;55;63;70;67
Australie;FC St. Pauli;Bundesliga;#5881 Connor Metcalfe;5881;69;76;60;66;70;62;76
Maroc;Real Valladolid;La Liga;#5881 Anuar;5881;69;78;63;64;70;65;68
SÃ©nÃ©gal;Havre AC;Ligue 1;#5881 Rassoul Ndiaye;5881;69;71;53;64;68;65;71
Espagne;D. AlavÃ©s;La Liga;#5881 Hugo Novoa;5881;69;87;68;55;73;50;53
Slovaquie;Cagliari;Serie A;#5881 Adam Obert;5881;69;64;44;62;65;70;64
Allemagne;VfL Bochum 1848;Bundesliga;#5881 Tim Oermann;5881;69;76;34;55;60;70;68
Allemagne;M'gladbach;Bundesliga;#5881 Jan Olschowsky;5881;69;71;69;71;69;20;70
Islande;Real Sociedad;La Liga;#5881 Orri Ã“skarsson;5881;69;70;67;59;67;30;68
France;AS Monaco;Ligue 1;#5881 Kassoum Ouattara;5881;69;77;41;60;68;63;68
Allemagne;RB Leipzig;Bundesliga;#5881 Assan OuÃ©draogo;5881;69;77;56;60;76;45;69
Italie;Udinese;Serie A;#5881 Daniele Padelli;5881;69;68;69;60;66;45;75
Allemagne;VfL Bochum 1848;Bundesliga;#5881 Felix Passlack;5881;69;72;63;65;71;64;71
Argentine;CÃ´me;Serie A;#5881 Nico Paz;5881;69;66;63;66;70;49;60
France;Havre AC;Ligue 1;#5881 TimothÃ©e PembÃ©lÃ©;5881;69;80;49;63;71;64;62
Colombie;Strasbourg;Ligue 1;#5881 Ã“scar Perea;5881;69;82;57;59;74;27;62
Italie;Empoli;Serie A;#5881 Samuele Perisan;5881;69;68;64;67;74;46;67
Italie;Venezia;Serie A;#5881 Antonio Raimondo;5881;69;67;68;60;70;28;61
Espagne;RCD Espanyol;Ligue 1;#5881 Carlos Romero;5881;69;71;53;65;65;65;66
CÃ´te d'Ivoire;Strasbourg;Ligue 1;#5881 MoÃ¯se Sahi;5881;69;74;71;59;71;28;58
France;Montpellier;Ligue 1;#5881 ThÃ©o Sainte-Luce;5881;69;73;47;59;68;65;60
France;Empoli;Serie A;#5881 Junior Sambia;5881;69;66;66;69;69;67;65
Roumanie;Udinese;Serie A;#5881 RÄƒzvan Sava;5881;69;70;69;63;71;25;70
GuinÃ©e;Strasbourg;Ligue 1;#5881 SaÃ¯dou Sow;5881;69;61;41;54;60;69;66
Autriche;Venezia;Serie A;#5881 Michael Svoboda;5881;69;59;44;52;56;67;81
Allemagne;Heidenheim;Bundesliga;#5881 Denis Thomalla;5881;69;63;68;65;69;38;66
Allemagne;FC St. Pauli;Bundesliga;#5881 Philipp Treu;5881;69;76;41;64;69;63;60
Pologne;Bologne;Serie A;#5881 Kacper UrbaÅ„ski;5881;69;69;62;67;76;49;40
Argentine;Parma;Serie A;#5881 Lautaro Valenti;5881;69;70;51;55;57;68;75
Italie;Genoa;Serie A;#5881 Alessandro Vogliacco;5881;69;65;36;52;55;71;66
Allemagne;VfB Stuttgart;Bundesliga;#5881 Nick Woltemade;5881;69;68;66;62;70;39;69
Angleterre;Southampton;Premier League;#5881 Nathan Wood;5881;69;76;24;47;54;69;72
Ã‰quateur;Venezia;Serie A;#5881 John Yeboah;5881;69;92;62;57;71;26;61
Allemagne;RB Leipzig;Bundesliga;#5881 Leopold Zingerle;5881;69;70;66;66;71;42;68
Allemagne;FC St. Pauli;Bundesliga;#5881 Simon Zoller;5881;69;66;70;64;70;39;64
HaÃ¯ti;Angers SCO;Ligue 1;#6856 Carlens Arcus;6856;68;75;43;63;64;61;73
Allemagne;Holstein Kiel;Bundesliga;#6856 Jann-Fiete Arp;6856;68;75;66;56;70;31;65
France;Stade de Reims;Ligue 1;#6856 Valentin Atangana;6856;68;55;53;64;67;66;56
France;Udinese;Serie A;#6856 Arthur Atta;6856;68;73;55;63;70;62;72
GuinÃ©e;VfL Bochum 1848;Bundesliga;#6856 Aliou BaldÃ©;6856;68;89;61;58;72;32;50
Maroc;Strasbourg;Ligue 1;#6856 Alaa Bellaarouch;6856;68;71;63;70;69;56;68
SuÃ¨de;Spurs;Premier League;#6856 Lucas Bergvall;6856;68;72;52;67;73;53;65
SuÃ¨de;Holstein Kiel;Bundesliga;#6856 Alexander Bernhardsson;6856;68;87;60;61;67;45;61
Allemagne;TSG Hoffenheim;Bundesliga;#6856 Tom Bischof;6856;68;61;55;66;73;44;51
France;RB Leipzig;Bundesliga;#6856 El Chadaille Bitshiabu;6856;68;57;36;54;50;66;76
BrÃ©sil;Wolves;Premier League;#6856 Pedro Lima;6856;68;85;48;67;72;60;57
Congo;Parma;Serie A;#6856 Gabriel Charpentier;6856;68;53;69;48;66;28;69
Argentine;CD LeganÃ©s;La Liga;#6856 JuliÃ¡n Chicco;6856;68;53;56;64;65;67;73
CÃ´te d'Ivoire;AJ Auxerre;Ligue 1;#6856 Lasso Coulibaly;6856;68;91;55;58;71;33;62
Allemagne;Holstein Kiel;Bundesliga;#6856 Thomas DÃ¤hne;6856;68;71;65;67;72;47;63
Pologne;FC St. Pauli;Bundesliga;#6856 Adam DÅºwigaÅ‚a;6856;68;73;44;53;56;66;75
Angleterre;Southampton;Premier League;#6856 Ronnie Edwards;6856;68;69;35;51;60;69;70
France;AS Saint-Ã‰tienne;Ligue 1;#6856 Pierre Ekwah;6856;68;61;65;64;66;62;72
Italie;Empoli;Serie A;#6856 Jacopo Fazzini;6856;68;68;66;67;70;59;62
Australie;Aston Villa;Premier League;#6856 Joe Gauci;6856;68;71;65;60;72;30;64
Espagne;UD Las Palmas;La Liga;#6856 IvÃ¡n Gil;6856;68;65;67;66;72;57;50
Espagne;AtlÃ©tico Madrid;La Liga;#6856 Antonio Gomis;6856;68;68;65;64;70;47;66
France;Havre AC;Ligue 1;#6856 Mathieu Gorgelin;6856;68;66;65;68;67;47;67
France;Angers SCO;Ligue 1;#6856 Florent Hanin;6856;68;79;44;64;66;63;72
Islande;Lecce;Serie A;#6856 ÃžÃ³rir JÃ³hann Helgason;6856;68;67;64;67;68;54;64
Espagne;CA Osasuna;La Liga;#6856 Herrando;6856;68;54;31;49;46;70;62
Espagne;AFC Bournemouth;Premier League;#6856 Dean Huijsen;6856;68;64;46;60;63;69;65
IndonÃ©sie;Venezia;Serie A;#6856 Jay Idzes;6856;68;53;46;60;59;67;77
Serbie;Bologne;Serie A;#6856 Mihajlo IliÄ‡;6856;68;45;42;51;53;68;69
Roumanie;OGC Nice;Ligue 1;#6856 RareÈ™ Ilie;6856;68;78;62;65;71;41;65
Australie;FC Bayern MÃ¼nchen;Bundesliga;#6856 Nestory Irankunda;6856;68;94;70;61;70;43;73
Serbie;Holstein Kiel;Bundesliga;#6856 Marko IveziÄ‡;6856;68;72;39;56;56;68;71
Portugal;Strasbourg;Ligue 1;#6856 Diego Moreira;6856;68;82;62;60;73;33;62
Pays de Galles;Stade Rennais FC;Ligue 1;#6856 Jordan James;6856;68;67;66;65;67;62;68
RÃ©publique tchÃ¨que;Liverpool;Premier League;#6856 VÃ­tÄ›zslav JaroÅ¡;6856;68;70;68;68;68;39;66
France;Lecce;Serie A;#6856 Gaby Jean;6856;68;55;33;45;47;69;73
SuÃ¨de;Holstein Kiel;Bundesliga;#6856 Carl Johansson;6856;68;52;27;44;49;68;73
France;Paris SG;Ligue 1;#6856 Ayman Kari;6856;68;70;53;66;73;59;65
Allemagne;Union Berlin;Bundesliga;#6856 Aljoscha Kemlein;6856;68;60;59;65;67;64;66
Allemagne;Holstein Kiel;Bundesliga;#6856 Colin Kleine-Bekel;6856;68;57;28;42;41;70;71
NorvÃ¨ge;Holstein Kiel;Bundesliga;#6856 Magnus Knudsen;6856;68;71;59;69;71;64;65
Allemagne;Holstein Kiel;Bundesliga;#6856 Marco Komenda;6856;68;68;39;55;60;67;72
Pologne;Borussia Dortmund;Bundesliga;#6856 Marcel Lotka;6856;68;68;65;56;71;24;69
France;OGC Nice;Ligue 1;#6856 Tom Louchet;6856;68;69;63;66;71;62;61
Argentine;SV Werder Bremen;Bundesliga;#6856 JuliÃ¡n Malatini;6856;68;74;34;57;65;66;71
Espagne;Real Valladolid;La Liga;#6856 Mario MartÃ­n;6856;68;68;53;68;72;63;49
Maroc;AS Saint-Ã‰tienne;Ligue 1;#6856 Aimen Moueffek;6856;68;65;56;64;72;65;66
Angola;Udinese;Serie A;#6856 Rui Modesto;6856;68;85;61;61;66;55;63
RD Congo;LOSC Lille;Ligue 1;#6856 Ngal'ayel Mukau;6856;68;64;40;57;65;68;65
Danemark;VfB Stuttgart;Bundesliga;#6856 Nikolas Nartey;6856;68;69;49;67;73;66;68
SÃ©nÃ©gal;Angers SCO;Ligue 1;#6856 Ibrahima Niane;6856;68;78;66;55;67;19;61
Allemagne;Heidenheim;Bundesliga;#6856 Julian Niehues;6856;68;59;54;59;64;67;77
France;Stade de Reims;Ligue 1;#6856 Alexandre Olliero;6856;68;68;63;66;70;46;67
Cameroun;Francfort;Bundesliga;#6856 JÃ©rÃ´me OnguÃ©nÃ©;6856;68;68;38;48;58;67;68
Espagne;Sevilla FC;La Liga;#6856 Pedro Ortiz;6856;68;59;57;61;65;59;68
Italie;Empoli;Serie A;#6856 Pietro Pellegri;6856;68;56;68;54;67;21;61
France;AJ Auxerre;Ligue 1;#6856 ThÃ©o Pellenard;6856;68;50;37;64;65;69;69
Argentine;Lecce;Serie A;#6856 Santiago Pierotti;6856;68;67;67;65;71;61;67
France;Lecce;Serie A;#6856 Balthazar Pierret;6856;68;66;52;59;64;68;70
Allemagne;Holstein Kiel;Bundesliga;#6856 Nicolai Remberg;6856;68;69;53;63;68;62;76
Italie;Inter milan;Serie A;#6856 Eddie Salcedo;6856;68;78;66;60;75;39;55
Japon;1. FSV Mainz 05;Bundesliga;#6856 KaishÅ« Sano;6856;68;71;50;63;71;67;60
SuÃ¨de;Hellas VÃ©rone;Serie A;#6856 Amin Sarr;6856;68;85;65;58;68;25;67
Allemagne;Heidenheim;Bundesliga;#6856 Stefan Schimmer;6856;68;64;68;48;63;29;72
Allemagne;Holstein Kiel;Bundesliga;#6856 Marvin Schulz;6856;68;66;63;63;67;68;70
Luxembourg;FC St. Pauli;Bundesliga;#6856 Danel Sinani;6856;68;69;66;68;68;41;65
Allemagne;M'gladbach;Bundesliga;#6856 Tobias Sippel;6856;68;67;65;74;67;47;66
SÃ©nÃ©gal;Havre AC;Ligue 1;#6856 Issa SoumarÃ©;6856;68;82;64;59;68;19;61
Belgique;AS Saint-Ã‰tienne;Ligue 1;#6856 Lucas Stassin;6856;68;69;72;63;68;34;57
RÃ©p. d'Irlande;Ipswich Town;Premier League;#6856 Jack Taylor;6856;68;72;65;64;67;64;71
Espagne;Real Sociedad;La Liga;#6856 Turrientes;6856;68;66;51;69;67;60;53
Turquie;RCD Espanyol;Ligue 1;#6856 Naci ÃœnÃ¼var;6856;68;64;61;68;73;37;45
Islande;Brentford;Premier League;#6856 Hakon Valdimarsson;6856;68;68;65;64;69;20;68
Espagne;Valencia CF;La Liga;#6856 Valera;6856;68;83;62;61;71;26;42
Colombie;Empoli;Serie A;#6856 Devis VÃ¡squez;6856;68;67;66;68;71;38;64
Croatie;1. FSV Mainz 05;Bundesliga;#6856 Gabriel VidoviÄ‡;6856;68;67;67;61;74;26;53
Angleterre;Ipswich Town;Premier League;#6856 Christian Walton;6856;68;69;68;64;69;35;66
Allemagne;Heidenheim;Bundesliga;#6856 Paul Wanner;6856;68;69;55;66;73;44;49
Ã‰tats-Unis;Strasbourg;Ligue 1;#6856 Caleb Wiley;6856;68;76;52;63;72;62;63
Ukraine;Brentford;Premier League;#6856 Yehor Yarmoliuk;6856;68;67;61;68;71;47;64
Zimbabwe;Udinese;Serie A;#6856 Jordan Zemura;6856;68;73;39;59;67;64;59
France;FC Nantes;Ligue 1;#6856 Nathan ZÃ©zÃ©;6856;68;64;31;45;49;70;63
Danemark;FC St. Pauli;Bundesliga;#7904 Andreas Albers;7904;67;53;65;45;59;29;75
Andorre;Villarreal CF;La Liga;#7904 Iker Ãlvarez;7904;67;67;66;67;68;38;68
Venezuela;Real Sociedad;La Liga;#7904 Jon Mikel Aramburu;7904;67;71;46;59;62;64;62
France;Francfort;Bundesliga;#7904 Jean-MattÃ©o Bahoya;7904;67;76;64;60;72;40;56
Italie;Empoli;Serie A;#7904 Luca Belardinelli;7904;67;68;51;63;61;64;70
Allemagne;Fulham;Premier League;#7904 Steven Benda;7904;67;67;65;61;70;37;66
Canada;OGC Nice;Ligue 1;#7904 MoÃ¯se Bombito;7904;67;91;47;57;62;66;70
Maroc;AS Saint-Ã‰tienne;Ligue 1;#7904 Benjamin Bouchouari;7904;67;64;54;67;71;52;55
Allemagne;FC St. Pauli;Bundesliga;#7904 Sascha Burchert;7904;67;66;66;62;64;43;70
Ã‰cosse;SV Werder Bremen;Bundesliga;#7904 Oliver Burke;7904;67;87;63;61;62;37;73
France;Angers SCO;Ligue 1;#7904 Ousmane Camara;7904;67;37;47;57;57;65;77
Italie;CÃ´me;Serie A;#7904 Alberto Cerri;7904;67;40;71;51;61;37;73
Belgique;CÃ´me;Serie A;#7904 Moutir Chajia;7904;67;75;64;67;73;34;34
Allemagne;Heidenheim;Bundesliga;#7904 Sirlord Conteh;7904;67;93;63;54;70;37;63
Ukraine;SSC Napoli;Serie A;#7904 Nikita Contini;7904;67;68;66;61;69;48;64
SlovÃ©nie;Venezia;Serie A;#7904 Domen ÄŒrnigoj;7904;67;72;61;68;69;54;69
Espagne;RCD Majorque;La Liga;#7904 IvÃ¡n CuÃ©llar;7904;67;65;67;64;67;47;66
Angleterre;AFC Bournemouth;Premier League;#7904 Will Dennis;7904;67;70;65;63;69;33;66
France;OL;Ligue 1;#7904 Mahamadou Diawara;7904;67;67;55;65;67;61;69
Belgique;LOSC Lille;Ligue 1;#7904 Matias Fernandez-Pardo;7904;67;75;64;64;70;39;53
Espagne;Valencia CF;La Liga;#7904 Yarek;7904;67;67;50;55;53;69;66
Bosnie-HerzÃ©govine;Holstein Kiel;Bundesliga;#7904 Armin GigoviÄ‡;7904;67;70;54;64;70;54;69
Paraguay;Lazio;Serie A;#7904 Diego GonzÃ¡lez;7904;67;64;68;64;71;51;41
Espagne;Chelsea;Premier League;#7904 Marc Guiu;7904;67;54;70;50;63;27;65
Pays-Bas;VfB Stuttgart;Bundesliga;#7904 Ramon Hendriks;7904;67;81;33;55;58;67;69
Allemagne;FC Augsburg;Bundesliga;#7904 Yusuf Kabadayi;7904;67;87;63;56;71;21;58
Allemagne;Union Berlin;Bundesliga;#7904 Carl Klaus;7904;67;67;69;66;70;29;65
GrÃ¨ce;AtlÃ©tico Madrid;La Liga;#7904 Ilias Kostis;7904;67;60;22;44;50;66;71
Suisse;VfL Bochum 1848;Bundesliga;#7904 Noah Loosli;7904;67;64;44;47;55;66;75
Angleterre;Brentford;Premier League;#7904 Paris Maghoma;7904;67;66;61;65;70;60;68
Espagne;Real Betis;La Liga;#7904 FÃ©lix;7904;67;64;24;57;63;67;68
Autriche;FC St. Pauli;Bundesliga;#7904 David Nemeth;7904;67;53;29;44;43;67;78
Angleterre;Genoa;Serie A;#7904 Brooke Norton-Cuffy;7904;67;80;39;58;69;60;70
France;Hellas VÃ©rone;Serie A;#7904 Yllan Okou;7904;67;69;31;48;55;66;67
Espagne;Real Sociedad;La Liga;#7904 Olasagasti;7904;67;60;61;65;61;64;69
Nouvelle-ZÃ©lande;AS Saint-Ã‰tienne;Ligue 1;#7904 Ben Old;7904;67;82;59;62;68;43;69
Danemark;Newcastle Utd;Premier League;#7904 William Osula;7904;67;68;66;49;64;24;63
France;Angers SCO;Ligue 1;#7904 ZinÃ©dine Ould Khaled;7904;67;45;47;61;63;64;70
Italie;Hellas VÃ©rone;Serie A;#7904 Simone Perilli;7904;67;67;67;61;64;46;66
Chili;Udinese;Serie A;#7904 DamiÃ¡n Pizarro;7904;67;84;60;46;67;19;76
Tunisie;Lecce;Serie A;#7904 Hamza Rafia;7904;67;60;67;68;74;34;63
France;Strasbourg;Ligue 1;#7904 Robin Risser;7904;67;68;71;64;69;39;60
Allemagne;FC St. Pauli;Bundesliga;#7904 Lars Ritzka;7904;67;69;46;61;63;62;68
France;Stade de Reims;Ligue 1;#7904 Amine Salama;7904;67;73;66;56;66;25;63
Belgique;Venezia;Serie A;#7904 JoÃ«l Schingtienne;7904;67;66;25;48;40;69;69
Allemagne;SC Freiburg;Bundesliga;#7904 Kenneth Schmidt;7904;67;77;26;49;52;67;70
Croatie;Venezia;Serie A;#7904 Marin Å verko;7904;67;66;37;55;60;66;76
Allemagne;SV Werder Bremen;Bundesliga;#7904 Keke Topp;7904;67;60;65;50;62;26;77
Espagne;Real Valladolid;La Liga;#7904 David Torres;7904;67;59;27;54;47;68;66
Autriche;1. FSV Mainz 05;Bundesliga;#7904 Nikolas Veratschnig;7904;67;75;52;60;65;61;71
Angleterre;Manchester City;Premier League;#7904 Joshua Wilson-Esbrand;7904;67;81;41;60;69;62;58
Irak;Ipswich Town;Premier League;#8960 Ali Al Hamadi;8960;66;80;63;47;64;18;73
Espagne;CD LeganÃ©s;La Liga;#8960 Altimira;8960;66;65;42;61;63;63;58
SuÃ¨de;Brighton;Premier League;#8960 Yasin Ayari;8960;66;63;51;66;69;52;59
Espagne;CA Osasuna;La Liga;#8960 Iker Benito;8960;66;78;60;62;68;35;45
Pologne;VfL Wolfsburg;Bundesliga;#8960 Bartosz BiaÅ‚ek;8960;66;62;67;46;63;34;70
Italie;Monza;Serie A;#8960 Alessandro Bianco;8960;66;49;46;64;68;59;47
France;Monza;Serie A;#8960 Warren Bondo;8960;66;74;55;62;72;58;63
Allemagne;FC St. Pauli;Bundesliga;#8960 Carlo Boukhalfa;8960;66;66;61;62;66;60;73
Allemagne;Heidenheim;Bundesliga;#8960 Maximilian Breunig;8960;66;65;65;47;63;26;67
France;Stade de Reims;Ligue 1;#8960 Ludovic Butelle;8960;66;64;68;62;65;32;69
France;Havre AC;Ligue 1;#8960 AloÃ¯s Confais;8960;66;57;55;62;65;63;58
France;Stade Brestois 29;Ligue 1;#8960 GrÃ©goire Coudert;8960;66;68;62;59;68;34;63
Argentine;Hellas VÃ©rone;Serie A;#8960 Juan Manuel Cruz;8960;66;61;67;52;62;28;62
Angleterre;Wolves;Premier League;#8960 Luke Cundle;8960;66;72;60;66;67;51;48
France;AS Monaco;Ligue 1;#8960 Edan Diop;8960;66;73;60;63;68;41;49
Allemagne;VfB Stuttgart;Bundesliga;#8960 Stefan DrljaÄa;8960;66;68;62;55;71;31;64
Belgique;Borussia Dortmund;Bundesliga;#8960 Julien Duranville;8960;66;84;60;58;75;23;48
Allemagne;Heidenheim;Bundesliga;#8960 Vitus Eicher;8960;66;66;65;60;68;45;66
Gabon;Angers SCO;Ligue 1;#8960 Jacques EkomiÃ©;8960;66;71;31;57;62;62;64
Danemark;VfB Stuttgart;Bundesliga;#8960 Wahid Faghir;8960;66;68;66;47;65;27;67
Espagne;Real Sociedad;La Liga;#8960 Urko GonzÃ¡lez;8960;66;46;43;59;52;66;68
Allemagne;Francfort;Bundesliga;#8960 Jens Grahl;8960;66;70;60;58;70;44;63
Maroc;Havre AC;Ligue 1;#8960 Ilyes Housni;8960;66;67;67;57;70;26;49
France;Angers SCO;Ligue 1;#8960 Adrien Hunou;8960;66;66;65;67;67;51;67
Argentine;Fiorentina;Serie A;#8960 Gino Infantino;8960;66;71;61;64;71;48;56
France;Havre AC;Ligue 1;#8960 Antoine Joujou;8960;66;69;65;59;68;22;53
Allemagne;Heidenheim;Bundesliga;#8960 Thomas Keller;8960;66;60;42;56;54;64;70
