Nationalité,Club,Nom,Position,Poste,Note,VIT,TIR,PAS,DRI,DEF,PHY
Angleterre,AFC Bournemouth,#1520 Marcus Tavernier,MG,1520,76,77,72,71,78,60,64
Nigeria,Leverkusen,#1520 Nathan Tella,MD,1520,76,85,70,69,79,36,59
Pays-Bas,Fulham,#1520 Kenny Tete,DD,1520,76,73,47,67,69,75,77
France,OL,#1520 Corentin Tolisso,MC,1520,76,55,76,74,73,74,73
France,Union Berlin,#1520 Lucas Tousart,MDC,1520,76,65,56,65,69,76,82
Pays-Bas,Brighton,#1520 Jan Paul van Hecke,DC,1520,76,55,45,58,65,77,77
Pays-Bas,Brighton,#1520 Joël Veltman,DD,1520,76,54,49,68,71,79,74
Pays-Bas,Brighton,#1520 Bart Verbruggen,G,1520,76,78,72,74,81,56,69
Belgique,RB Leipzig,#1520 Arthur Vermeeren,MDC,1520,76,75,55,75,77,71,69
Danemark,Leicester City,#1520 Jannik Vestergaard,DC,1520,76,32,48,63,54,75,83
Allemagne,Union Berlin,#1520 Kevin Volland,BU,1520,76,70,78,76,76,46,79
Angleterre,Southampton,#1520 Kyle Walker-Peters,DD,1520,76,75,47,68,74,73,71
Angleterre,Brighton,#1520 Adam Webster,DC,1520,76,54,31,61,68,77,76
Angleterre,Brighton,#1520 Danny Welbeck,BU,1520,76,54,76,70,76,42,71
Pays de Galles,Notting. Forest,#1520 Neco Williams,DD,1520,76,74,46,68,73,74,68
Angleterre,Leicester City,#1520 Harry Winks,MDC,1520,76,57,60,76,77,70,68
Nouvelle-Zélande,Notting. Forest,#1520 Chris Wood,BU,1520,76,49,78,61,68,40,79
Allemagne,SV Werder Bremen,#1520 Michael Zetterer,G,1520,76,76,72,81,76,41,73
Maroc,AS Saint-Étienne,#1881 Yunis Abdelhamid,DC,1881,75,32,33,57,62,76,78
Maroc,Toulouse FC,#1881 Zakaria Aboukhlal,MD,1881,75,84,72,69,75,41,75
Écosse,Torino,#1881 Ché Adams,BU,1881,75,79,76,62,74,40,76
Nigeria,Notting. Forest,#1881 Ola Aina,DG,1881,75,89,60,69,74,70,74
Jordanie,Montpellier,#1881 Musa Al Tamari,MD,1881,75,89,69,67,80,38,58
Espagne,CA Osasuna,#1881 Juan Cruz,DG,1881,75,73,40,62,64,73,73
Algérie,VfL Wolfsburg,#1881 Mohamed Amoura,BU,1881,75,93,77,62,77,46,55
Angleterre,Notting. Forest,#1881 Elliot Anderson,MC,1881,75,72,66,72,79,69,77
Angleterre,Southampton,#1881 Cameron Archer,BU,1881,75,77,75,59,74,25,68
Espagne,RCD Majorque,#1881 Copete,DC,1881,75,57,33,54,57,77,70
Angleterre,Southampton,#1881 Adam Armstrong,BU,1881,75,77,76,66,73,35,68
Albanie,Lombardia FC,#1881 Kristjan Asllani,MDC,1881,75,66,61,74,74,70,69
Ghana,Leicester City,#1881 Jordan Ayew,AD,1881,75,71,73,71,78,57,74
RD Congo,Real Betis,#1881 Cédric Bakambu,BU,1881,75,77,74,66,72,36,62
France,Strasbourg,#1881 Dilane Bakwa,MD,1881,75,85,68,70,78,30,62
Espagne,CA Osasuna,#1881 Kike Barja,MD,1881,75,76,67,69,76,35,59
Espagne,Real Sociedad,#1881 Barrenetxea,AG,1881,75,78,72,69,78,24,46
France,Wolves,#1881 Jean-Ricner Bellegarde,MC,1881,75,81,63,73,79,69,72
Argentine,Fiorentina,#1881 Lucas Beltrán,BU,1881,75,72,76,68,76,46,77
Espagne,Parma,#1881 Adrián Bernabé,MOC,1881,75,79,70,74,78,67,65
Espagne,Villarreal CF,#1881 Juan Bernat,DG,1881,75,70,64,76,80,75,53
Slovénie,Udinese,#1881 Jaka Bijol,DC,1881,75,59,59,65,61,75,77
Irlande du Nord,Liverpool,#1881 Conor Bradley,DD,1881,75,82,59,66,73,70,72
Allemagne,TSG Hoffenheim,#1881 Marius Bülter,MG,1881,75,84,76,68,73,48,76
Angleterre,Borussia Dortmund,#1881 Jamie Bynoe-Gittens,MG,1881,75,90,66,62,82,26,55
Écosse,Fulham,#1881 Tom Cairney,MC,1881,75,52,72,78,75,63,65
Croatie,OL,#1881 Duje Ćaleta-Car,DC,1881,75,59,39,57,59,74,78
Espagne,Villarreal CF,#1881 Sergi Cardona,DG,1881,75,81,43,64,68,73,74
Portugal,Genoa,#1881 Vitinha,BU,1881,75,73,75,63,75,32,79
Cameroun,FC Nantes,#1881 Jean-Charles Castelletto,DC,1881,75,68,32,51,63,76,76
Turquie,AS Roma,#1881 Zeki Çelik,DD,1881,75,71,59,69,70,73,76
Angleterre,Ipswich Town,#1881 Conor Chaplin,MOC,1881,75,84,74,70,76,46,64
France,OL,#1881 Rayan Cherki,MOC,1881,75,68,67,74,84,21,61
France,Montpellier,#1881 Joris Chotard,MDC,1881,75,64,57,73,75,71,68
Angleterre,Ipswich Town,#1881 Jack Clarke,MG,1881,75,83,72,68,76,40,60
Guinée équatoriale,Torino,#1881 Saúl Coco,DC,1881,75,85,56,58,60,76,78
Rép. d'Irlande,Brentford,#1881 Nathan Collins,DC,1881,75,61,30,55,62,76,76
Espagne,Villarreal CF,#1881 Santi Comesaña,MC,1881,75,57,69,68,73,76,74
Côte d'Ivoire,Southampton,#1881 Maxwel Cornet,MG,1881,75,85,75,70,76,67,70
République tchèque,M'gladbach,#1881 Tomáš Čvančara,BU,1881,75,77,73,66,72,25,77
Italie,Monza,#1881 Danilo D'Ambrosio,DC,1881,75,59,56,66,68,77,72
Jamaïque,Leicester City,#1881 Bobby De Cordova-Reid,MD,1881,75,74,72,72,76,60,63
Italie,Parma,#1881 Enrico Delprato,DD,1881,75,81,54,63,69,72,77
France,Havre AC,#1881 Arthur Desmas,G,1881,75,75,72,72,76,36,73
Côte d'Ivoire,Man Utd,#1881 Amad Diallo,MD,1881,75,85,71,68,80,25,50
Sénégal,AS Monaco,#1881 Krépin Diatta,MD,1881,75,89,69,66,78,50,67
Allemagne,Heidenheim,#1881 Niklas Dorsch,MDC,1881,75,70,72,73,78,71,72
Mali,Everton,#1881 Abdoulaye Doucouré,MOC,1881,75,57,78,72,74,77,82
Angleterre,Southampton,#1881 Flynn Downes,MDC,1881,75,64,53,71,73,71,75
Roumanie,Spurs,#1881 Radu Drăgușin,DC,1881,75,73,37,53,65,75,75
France,Leicester City,#1881 Odsonne Edouard,BU,1881,75,73,75,67,76,45,69
Allemagne,SC Freiburg,#1881 Maximilian Eggestein,MDC,1881,75,63,60,69,71,72,74
Maroc,RC Lens,#1881 Neil El Aynaoui,MC,1881,75,63,61,70,74,66,71
Espagne,Rayo Vallecano,#1881 Embarba,MG,1881,75,78,74,73,76,42,68
Italie,Bologne,#1881 Giovanni Fabbian,MC,1881,75,67,72,72,75,68,63
Italie,Hellas Vérone,#1881 Marco Davide Faraoni,MD,1881,75,73,72,74,74,69,70
Brésil,VfL Bochum 1848,#1881 Bernardo,DG,1881,75,71,53,64,68,75,75
Autriche,SV Werder Bremen,#1881 Marco Friedl,DC,1881,75,71,42,61,67,76,75
France,RC Lens,#1881 Angelo Fulgini,MOC,1881,75,71,69,75,78,67,71
Angleterre,Everton,#1881 James Garner,MC,1881,75,66,65,77,71,71,71
France,Toulouse FC,#1881 Yann Gboho,MOC,1881,75,76,68,70,79,36,58
Écosse,SSC Napoli,#1881 Billy Gilmour,MDC,1881,75,60,58,75,76,70,62
Angleterre,Bergamo Calcio,#1881 Ben Godfrey,DC,1881,75,81,44,61,61,74,76
Pologne,VfL Wolfsburg,#1881 Kamil Grabara,G,1881,75,76,75,72,76,42,75
Angleterre,Ipswich Town,#1881 Jacob Greaves,DC,1881,75,69,40,63,65,75,79
Danemark,Stade Rennais FC,#1881 Albert Grønbæk,MOC,1881,75,77,68,72,77,62,72
Autriche,SV Werder Bremen,#1881 Marco Grüll,MG,1881,75,93,73,67,74,36,72
Espagne,Valencia CF,#1881 Javi Guerra,MC,1881,75,74,70,72,75,72,72
Espagne,D. Alavés,#1881 Ander Guevara,MC,1881,75,43,63,72,71,72,69
Sénégal,Villarreal CF,#1881 Pape Gueye,MC,1881,75,58,60,70,71,74,76
France,Lecce,#1881 Frédéric Guilbert,DD,1881,75,71,47,68,71,73,75
Angleterre,Southampton,#1881 Taylor Harwood-Bellis,DC,1881,75,66,36,61,67,76,76
Allemagne,SC Freiburg,#1881 Nicolas Höfler,MDC,1881,75,57,47,65,67,75,72
Corée du Sud,1. FSV Mainz 05,#1881 Hong Hyeon Seok,MOC,1881,75,72,71,74,76,66,68
Croatie,FC Augsburg,#1881 Kristijan Jakić,MDC,1881,75,67,61,64,68,74,79
Angleterre,Leicester City,#1881 James Justin,DG,1881,75,79,50,70,69,72,71
Allemagne,VfB Stuttgart,#1881 Atakan Karazor,MDC,1881,75,48,36,62,66,77,73
Angleterre,Everton,#1881 Michael Keane,DC,1881,75,41,49,62,59,76,74
Belgique,Parma,#1881 Mandela Keita,MDC,1881,75,78,56,67,75,72,80
Angleterre,Newcastle Utd,#1881 Lloyd Kelly,DC,1881,75,67,40,65,67,75,78
Allemagne,Union Berlin,#1881 Rani Khedira,MDC,1881,75,54,43,57,62,79,80
Côte d'Ivoire,Stade de Reims,#1881 Cédric Kipré,DC,1881,75,68,35,49,55,73,85
Allemagne,SV Werder Bremen,#1881 Derrick Köhn,DG,1881,75,87,68,71,76,69,75
Suisse,AS Monaco,#1881 Philipp Köhn,G,1881,75,76,73,68,76,46,74
Allemagne,1. FSV Mainz 05,#1881 Dominik Kohr,DC,1881,75,80,63,60,70,74,80
Danemark,Leicester City,#1881 Victor Kristiansen,DG,1881,75,73,55,67,73,71,73
Monténégro,Lecce,#1881 Nikola Krstović,BU,1881,75,66,75,57,71,26,74
Ghana,Brighton,#1881 Tariq Lamptey,DD,1881,75,85,44,66,77,70,50
Canada,RCD Majorque,#1881 Cyle Larin,BU,1881,75,71,75,65,69,28,78
Norvège,Wolves,#1881 Jørgen Strand Larsen,BU,1881,75,77,75,58,69,32,82
Angleterre,Newcastle Utd,#1881 Jamaal Lascelles,DC,1881,75,40,35,51,50,76,78
Belgique,Chelsea,#1881 Romeo Lavia,MDC,1881,75,67,50,70,75,73,73
Danemark,Everton,#1881 Jesper Lindstrøm,MOC,1881,75,82,72,68,79,43,60
France,UD Las Palmas,#1881 Enzo Loiodice,MC,1881,75,66,64,74,77,69,67
Serbie,Fulham,#1881 Saša Lukić,MC,1881,75,53,69,74,75,70,70
Belgique,SV Werder Bremen,#1881 Senne Lynen,MDC,1881,75,70,62,72,67,73,77
Italie,Hellas Vérone,#1881 Giangiacomo Magnani,DC,1881,75,64,39,45,50,76,72
France,Stade Brestois 29,#1881 Hugo Magnetti,MDC,1881,75,45,50,68,74,69,75
Angleterre,OL,#1881 Ainsley Maitland-Niles,DD,1881,75,76,61,71,73,71,72
Roumanie,Parma,#1881 Dennis Man,MD,1881,75,92,72,69,77,45,73
Espagne,Monza,#1881 Pablo Marí,DC,1881,75,55,40,49,53,77,72
Roumanie,Cagliari,#1881 Răzvan Marin,MC,1881,75,64,74,76,75,67,71
Espagne,D. Alavés,#1881 Toni Martínez,BU,1881,75,68,76,60,72,24,78
Espagne,Lombardia FC,#1881 Josep Martínez,G,1881,75,75,71,67,74,26,76
Espagne,RCD Majorque,#1881 Omar Mascarell,MC,1881,75,53,64,71,74,72,71
Sénégal,RC Lens,#1881 Nampalys Mendy,MDC,1881,75,56,54,70,74,74,67
Brésil,Genoa,#1881 Junior Messias,MD,1881,75,79,72,72,78,49,56
Allemagne,Borussia Dortmund,#1881 Alexander Meyer,G,1881,75,72,71,77,76,41,74
Angleterre,Brighton,#1881 James Milner,MC,1881,75,50,70,78,74,74,73
Espagne,Celta Vigo,#1881 Mingueza,DD,1881,75,79,35,65,64,72,75
Égypte,FC Nantes,#1881 Mostafa Mohamed,BU,1881,75,72,76,58,69,37,79
Croatie,Bologne,#1881 Nikola Moro,MDC,1881,75,67,73,75,74,70,75
Allemagne,Heidenheim,#1881 Kevin Müller,G,1881,75,73,71,69,78,48,74
Brésil,Fulham,#1881 Rodrigo Muniz,BU,1881,75,73,74,59,71,42,77
Kosovo,Ipswich Town,#1881 Arijanet Murić,G,1881,75,76,73,79,77,45,74
États-Unis,Milano FC,#1881 Yunus Musah,MC,1881,75,88,69,71,81,71,82
Sénégal,Real Valladolid,#1881 Amath Ndiaye,MG,1881,75,89,72,69,77,49,64
Sénégal,Everton,#1881 Iliman Ndiaye,BU,1881,75,84,72,63,82,40,62
Suisse,Bologne,#1881 Dan Ndoye,MD,1881,75,81,67,67,78,64,68
Angleterre,Fulham,#1881 Reiss Nelson,AD,1881,75,85,67,71,78,36,55
Portugal,Stade Rennais FC,#1881 Jota,MG,1881,75,86,70,70,81,37,59
Pays-Bas,Latium,#1881 Tijjani Noslin,BU,1881,75,80,73,66,78,43,74
Rép. d'Irlande,Everton,#1881 Jake O'Brien,DC,1881,75,76,41,53,51,73,79
France,OL,#1881 Warmed Omari,DC,1881,75,65,34,58,62,77,73
Suisse,Montpellier,#1881 Bećir Omeragić,DC,1881,75,75,40,63,68,75,73
Espagne,CA Osasuna,#1881 Aimar Oroz,MC,1881,75,68,74,71,76,58,65
Italie,Latium,#1881 Luca Pellegrini,DG,1881,75,71,54,66,76,71,58
Espagne,CA Osasuna,#1881 Rubén Peña,DD,1881,75,72,69,70,73,72,65
Portugal,RC Lens,#1881 David Costa,MOC,1881,75,76,70,73,81,34,46
Portugal,Stade Brestois 29,#1881 Mathias Pereira Lage,AG,1881,75,86,72,74,74,61,67
Angleterre,Aston Villa,#1881 Jaden Philogene,MG,1881,75,85,71,69,78,37,59
Portugal,Union Berlin,#1881 Diogo Leite,DC,1881,75,55,38,50,61,77,76
Finlande,Venezia,#1881 Joel Pohjanpalo,BU,1881,75,68,76,63,72,38,76
Croatie,Fiorentina,#1881 Marin Pongračić,DC,1881,75,61,26,52,62,75,75
Angleterre,Liverpool,#1881 Jarell Quansah,DC,1881,75,74,34,59,68,74,77
Espagne,UD Las Palmas,#1881 Sandro,BU,1881,75,78,76,67,76,31,63
Angleterre,Fulham,#1881 Harrison Reed,MDC,1881,75,59,60,71,71,72,74
États-Unis,Borussia Dortmund,#1881 Giovanni Reyna,MD,1881,75,77,72,71,79,37,67
Espagne,Valencia CF,#1881 Luis Rioja,MG,1881,75,77,75,71,78,37,50
Angleterre,Aston Villa,#1881 Morgan Rogers,MG,1881,75,77,71,71,77,56,71
Allemagne,SC Freiburg,#1881 Merlin Röhl,MC,1881,75,81,65,69,77,62,72
Pays-Bas,OGC Nice,#1881 Pablo Rosario,MDC,1881,75,58,64,68,72,74,79
France,VfB Stuttgart,#1881 Anthony Rouault,DC,1881,75,64,30,61,60,76,73
France,Brighton,#1881 Georginio Rutter,MOC,1881,75,79,69,70,79,42,70
France,RC Lens,#1881 Wesley Saïd,BU,1881,75,76,75,67,78,30,58
Serbie,Bergamo Calcio,#1881 Lazar Samardžić,MC,1881,75,70,71,73,79,60,62
Belgique,Sevilla FC,#1881 Albert Sambi Lokonga,MC,1881,75,64,58,74,76,68,71
Uruguay,RC Lens,#1881 Martín Satriano,BU,1881,75,67,74,62,73,34,69
Allemagne,FC Augsburg,#1881 Keven Schlotterbeck,DC,1881,75,61,27,53,54,76,73
Autriche,SV Werder Bremen,#1881 Romano Schmid,MOC,1881,75,77,63,70,81,53,58
Suisse,Toulouse FC,#1881 Vincent Sierro,MC,1881,75,61,67,75,72,70,75
Brésil,FC Nantes,#1881 Douglas Augusto,MC,1881,75,72,69,70,72,73,80
Paraguay,Notting. Forest,#1881 Ramón Sosa,MG,1881,75,82,66,68,76,49,65
Croatie,Torino,#1881 Borna Sosa,DG,1881,75,71,53,78,75,67,71
France,Leicester City,#1881 Boubakary Soumaré,MDC,1881,75,67,56,73,74,70,77
Danemark,SV Werder Bremen,#1881 Jens Stage,MC,1881,75,65,68,71,73,73,78
Angleterre,Brighton,#1881 Jason Steele,G,1881,75,75,73,80,74,39,75
Espagne,Villarreal CF,#1881 Denis Suárez,MC,1881,75,59,70,77,77,64,54
Serbie,AS Roma,#1881 Mile Svilar,G,1881,75,75,73,70,78,58,75
Rép. d'Irlande,Ipswich Town,#1881 Sammie Szmodics,MOC,1881,75,79,75,70,76,51,67
Espagne,Villarreal CF,#1881 Terrats,MC,1881,75,60,64,70,71,71,71
France,RC Lens,#1881 Adrien Thomasson,MOC,1881,75,59,73,76,77,64,72
Côte d'Ivoire,AJ Auxerre,#1881 Hamed Traorè,MOC,1881,75,76,69,72,78,57,59
Espagne,Fulham,#1881 Adama Traoré,MD,1881,75,93,65,64,81,37,80
Autriche,Union Berlin,#1881 Christopher Trimmel,DD,1881,75,69,65,74,68,74,79
Portugal,Stade de Reims,#1881 Aurélio Buta,MD,1881,75,87,60,69,77,67,67
France,LOSC Lille,#1881 Samuel Umtiti,DC,1881,75,55,57,67,61,76,73
Allemagne,VfB Stuttgart,#1881 Josha Vagnoman,DD,1881,75,87,61,69,73,70,81
Pays-Bas,Girona FC,#1881 Donny van de Beek,MC,1881,75,65,76,74,75,70,67
Belgique,RB Leipzig,#1881 Maarten Vandevoordt,G,1881,75,77,74,73,76,40,73
Suisse,FC Augsburg,#1881 Ruben Vargas,MG,1881,75,82,70,69,79,54,65
Argentine,RCD Espanyol,#1881 Alejo Veliz,BU,1881,75,71,74,54,70,25,73
Italie,Côme,#1881 Simone Verdi,MOC,1881,75,77,71,74,79,43,47
Espagne,CA Osasuna,#1881 Nacho Vidal,DD,1881,75,75,56,69,69,73,65
Allemagne,Union Berlin,#1881 Kevin Vogt,DC,1881,75,67,48,71,66,75,76
Belgique,VfL Wolfsburg,#1881 Aster Vranckx,MC,1881,75,61,65,72,78,72,76
Pays de Galles,Fulham,#1881 Harry Wilson,MD,1881,75,76,77,75,76,43,58
Angleterre,Notting. Forest,#1881 Ryan Yates,MDC,1881,75,58,60,67,67,75,81
Espagne,CA Osasuna,#1881 Bryan Zaragoza,MD,1881,75,82,72,69,81,30,44
Allemagne,1. FSV Mainz 05,#1881 Robin Zentner,G,1881,75,76,73,57,80,65,72
Nigeria,Montpellier,#2309 Akor Jerome Adams,BU,2309,74,81,73,56,70,29,76
France,Stade Brestois 29,#2309 Ludovic Ajorque,BU,2309,74,52,75,62,66,45,84
Espagne,Stade de Reims,#2309 Akieme,DG,2309,74,78,48,60,71,71,71
Nigeria,TSG Hoffenheim,#2309 Kevin Akpoguma,DC,2309,74,74,48,59,70,75,74
Portugal,RCD Majorque,#2309 Samú Costa,MDC,2309,74,62,63,67,68,70,73
Brésil,Fulham,#2309 Vinícius,BU,2309,74,70,75,60,69,41,79
Mexique,AFC Bournemouth,#2309 Julian Araujo,DD,2309,74,90,33,62,69,70,75
Japon,RCD Majorque,#2309 Takuma Asano,MD,2309,74,86,68,63,77,33,70
France,Stade Rennais FC,#2309 Lorenz Assignon,DD,2309,74,74,51,63,72,70,67
Croatie,Latium,#2309 Toma Bašić,MC,2309,74,43,65,75,72,72,74
Pologne,Southampton,#2309 Jan Bednarek,DC,2309,74,43,22,55,55,75,77
Allemagne,Southampton,#2309 Armel Bella Kotchap,DC,2309,74,76,25,50,50,74,77
Slovaquie,Union Berlin,#2309 László Bénes,MC,2309,74,57,76,76,75,49,66
Italie,Monza,#2309 Samuele Birindelli,DD,2309,74,83,52,65,71,70,63
Espagne,D. Alavés,#2309 Antonio Blanco,MDC,2309,74,52,57,68,67,70,62
Espagne,OM,#2309 Rubén Blanco,G,2309,74,79,72,73,74,53,70
Belgique,VfL Wolfsburg,#2309 Sebastiaan Bornauw,DC,2309,74,74,45,59,55,74,77
Italie,Fiorentina,#2309 Edoardo Bove,MC,2309,74,66,68,67,74,74,70
Pays de Galles,AFC Bournemouth,#2309 David Brooks,MD,2309,74,65,69,73,77,48,58
Canada,Lombardia FC,#2309 Tajon Buchanan,MD,2309,74,92,65,66,74,67,73
Colombie,Juventus,#2309 Juan David Cabal,DG,2309,74,71,38,68,65,74,73
Uruguay,RCD Espanyol,#2309 Leandro Cabrera,DC,2309,74,54,45,57,53,74,79
France,1. FSV Mainz 05,#2309 Anthony Caci,DG,2309,74,69,54,70,70,72,74
Italie,Bologne,#2309 Nicolò Cambiaghi,AG,2309,74,77,72,65,77,38,68
Italie,SSC Napoli,#2309 Elia Caprile,G,2309,74,72,72,72,77,48,74
Espagne,Rayo Vallecano,#2309 Dani Cárdenas,G,2309,74,74,71,73,77,44,68
Portugal,Brentford,#2309 Fábio Carvalho,MOC,2309,74,77,68,68,77,45,51
Maroc,RCD Espanyol,#2309 Walid Cheddira,BU,2309,74,80,73,64,68,41,76
France,OGC Nice,#2309 Mohamed-Ali Cho,AD,2309,74,80,69,64,76,26,56
Sénégal,Rayo Vallecano,#2309 Pathé Ciss,MDC,2309,74,62,56,61,63,72,84
Angleterre,Crystal Palace,#2309 Nathaniel Clyne,DD,2309,74,70,60,68,72,74,67
Angleterre,Leicester City,#2309 Conor Coady,DC,2309,74,45,56,72,64,76,71
Rép. d'Irlande,Everton,#2309 Séamus Coleman,DD,2309,74,53,65,71,73,76,70
Argentine,D. Alavés,#2309 Tomás Conechny,AG,2309,74,90,73,65,76,33,65
Argentine,Lombardia FC,#2309 Joaquín Correa,BU,2309,74,65,73,73,78,40,64
Cap-Vert,Villarreal CF,#2309 Logan Costa,DC,2309,74,48,38,55,61,75,75
Mali,Lecce,#2309 Lassana Coulibaly,MDC,2309,74,69,58,69,72,72,75
Italie,Monza,#2309 Alessio Cragno,G,2309,74,74,72,70,75,39,74
Angleterre,West Ham,#2309 Aaron Cresswell,DG,2309,74,59,59,74,74,75,62
Espagne,Fulham,#2309 Jorge Cuenca,DC,2309,74,60,37,60,53,76,67
Italie,Côme,#2309 Patrick Cutrone,BU,2309,74,72,73,59,74,29,71
France,Côme,#2309 Lucas Da Cunha,MG,2309,74,79,69,69,78,39,56
Allemagne,FC Augsburg,#2309 Finn Dahmen,G,2309,74,74,68,76,78,45,72
Zambie,Leicester City,#2309 Patson Daka,BU,2309,74,89,73,58,74,26,69
Autriche,Hellas Vérone,#2309 Flavius Daniliuc,DC,2309,74,52,42,61,60,74,77
Danemark,Stade de Reims,#2309 Mohamed Daramy,MG,2309,74,86,66,65,78,28,70
Brésil,Real Betis,#2309 Natan,DC,2309,74,59,33,48,50,77,74
Pays-Bas,VfL Bochum 1848,#2309 Dani de Wit,MOC,2309,74,54,77,70,70,72,87
France,RC Lens,#2309 Andy Diouf,MC,2309,74,75,68,71,75,67,75
Italie,Côme,#2309 Alberto Dossena,DC,2309,74,43,43,52,59,76,75
Grèce,Celta Vigo,#2309 Tasos Douvikas,BU,2309,74,81,72,62,73,34,73
Angleterre,Wolves,#2309 Tommy Doyle,MC,2309,74,67,65,74,75,65,67
Slovaquie,Hellas Vérone,#2309 Ondrej Duda,MC,2309,74,65,71,73,78,64,63
Ghana,Venezia,#2309 Alfred Duncan,MC,2309,74,67,64,72,74,76,80
France,OGC Nice,#2309 Maxime Dupé,G,2309,74,76,73,72,74,46,71
Colombie,Aston Villa,#2309 Jhon Durán,BU,2309,74,78,75,58,71,32,77
Nigeria,Empoli,#2309 Tyronne Ebuehi,DD,2309,74,85,51,60,70,69,71
Portugal,Southampton,#2309 Mateus Fernandes,MC,2309,74,75,65,73,79,58,62
Irlande du Nord,Man Utd,#2309 Jonny Evans,DC,2309,74,33,32,62,56,76,70
Espagne,RCD Espanyol,#2309 Edu Expósito,MC,2309,74,65,74,72,75,70,69
Maroc,Real Betis,#2309 Abdessamad Ezzalzouli,MG,2309,74,83,70,66,78,27,53
Espagne,Sevilla FC,#2309 Peque,MOC,2309,74,81,72,69,75,35,51
Rép. d'Irlande,Brighton,#2309 Evan Ferguson,BU,2309,74,72,76,60,71,20,70
France,Valencia CF,#2309 Dimitri Foulquier,DD,2309,74,75,59,66,68,72,74
Italie,Monza,#2309 Roberto Gagliardini,MDC,2309,74,42,63,70,71,75,69
Italie,Lecce,#2309 Antonino Gallo,DG,2309,74,78,52,70,70,68,66
Espagne,CA Osasuna,#2309 Raúl García,BU,2309,74,70,74,62,71,25,68
Espagne,CA Osasuna,#2309 Unai García,DC,2309,74,57,42,62,57,76,75
Espagne,D. Alavés,#2309 Kike García,BU,2309,74,52,75,64,72,44,72
Allemagne,TSG Hoffenheim,#2309 Dennis Geiger,MDC,2309,74,45,53,76,79,64,58
Espagne,Real Sociedad,#2309 Sergio Gómez,DG,2309,74,69,70,75,77,69,65
Autriche,TSG Hoffenheim,#2309 Florian Grillitsch,DC,2309,74,66,60,76,75,76,68
Allemagne,Brighton,#2309 Brajan Gruda,MOC,2309,74,78,71,69,81,30,67
Suède,LOSC Lille,#2309 Gabriel Gudmundsson,DG,2309,74,85,64,69,72,67,72
Côte d'Ivoire,OGC Nice,#2309 Evann Guessand,BU,2309,74,80,72,56,70,27,70
Espagne,D. Alavés,#2309 Guridi,MOC,2309,74,63,66,70,76,62,56
Ghana,Empoli,#2309 Emmanuel Gyasi,MD,2309,74,79,64,67,74,48,70
Allemagne,Union Berlin,#2309 Janik Haberer,MC,2309,74,58,67,71,74,63,71
Mali,Stade Brestois 29,#2309 Massadio Haïdara,DC,2309,74,76,60,64,71,73,78
Islande,LOSC Lille,#2309 Hákon Arnar Haraldsson,MG,2309,74,76,64,71,77,57,68
Suède,Bologne,#2309 Emil Holm,MD,2309,74,82,61,67,71,66,84
Allemagne,Holstein Kiel,#2309 Lewis Holtby,MC,2309,74,61,66,75,76,63,67
République tchèque,TSG Hoffenheim,#2309 Robin Hranáč,DC,2309,74,69,39,51,53,73,78
Angleterre,Crystal Palace,#2309 Will Hughes,MDC,2309,74,43,63,75,73,71,63
Angleterre,Ipswich Town,#2309 Omari Hutchinson,MD,2309,74,80,72,68,77,53,62
Albanie,Latium,#2309 Elseid Hysaj,DG,2309,74,73,51,66,72,72,69
Espagne,Getafe CF,#2309 Juan Iglesias,DD,2309,74,81,39,61,66,71,70
Nigeria,Sevilla FC,#2309 Kelechi Iheanacho,BU,2309,74,71,74,69,75,38,71
Angleterre,West Ham,#2309 Danny Ings,BU,2309,74,59,77,69,73,45,61
Australie,FC St. Pauli,#2309 Jackson Irvine,MC,2309,74,64,68,70,70,72,79
Italie,Monza,#2309 Armando Izzo,DC,2309,74,45,33,47,64,75,73
Finlande,FC Augsburg,#2309 Fredrik Jensen,MOC,2309,74,68,69,71,74,55,73
Allemagne,1. FSV Mainz 05,#2309 Moritz Jenz,DC,2309,74,63,29,50,55,73,80
Mexique,Fulham,#2309 Raúl Jiménez,BU,2309,74,54,76,73,73,45,78
Finlande,Venezia,#2309 Jesse Joronen,G,2309,74,73,73,69,75,47,74
Finlande,Stade Rennais FC,#2309 Glen Kamara,MDC,2309,74,74,58,69,77,69,75
Guinée,SV Werder Bremen,#2309 Naby Keïta,MC,2309,74,60,71,72,81,67,59
Grèce,VfL Wolfsburg,#2309 Konstantinos Koulierakis,DC,2309,74,69,43,56,63,74,75
République tchèque,RCD Espanyol,#2309 Alex Král,MDC,2309,74,70,70,69,74,73,76
Allemagne,SC Freiburg,#2309 Lukas Kübler,DD,2309,74,82,47,60,67,71,73
Albanie,RCD Espanyol,#2309 Marash Kumbulla,DC,2309,74,39,32,53,56,77,73
Russie,Havre AC,#2309 Daler Kuzyaev,MC,2309,74,75,68,73,75,71,70
Angleterre,Southampton,#2309 Adam Lallana,MOC,2309,74,52,70,76,76,63,61
France,AS Saint-Étienne,#2309 Gautier Larsonneur,G,2309,74,72,72,72,75,52,73
Suède,Francfort,#2309 Hugo Larsson,MC,2309,74,73,63,67,75,65,73
Espagne,RCD Majorque,#2309 Toni Lato,DG,2309,74,77,56,71,71,68,62
Serbie,Hellas Vérone,#2309 Darko Lazović,MG,2309,74,71,72,74,75,65,56
